userId,title,rating
44,Power snatch-,3.1
45,Kettlebell upright row,3.1
45,Depth jump box jump,4.3
45,Inchworm,2.1
45,Barbell glute bridge,3.1
45,Sled Push,4.7
45,Treadmill walking,3.7
45,Push-press,4.6
46,FYR Jumping Lunge,4.7
46,Lateral hop,3.8
46,Lying groin stretch with band,2.8
46,Dumbbell floor press,2.7
46,Dumbbell farmer's walk,1.4
46,Jumping Jack,2.3
46,Behind-the-head push-press,2.3
47,30 Shoulder Tap,1.2
47,Jump lunge heel kick,1.3
47,World's greatest stretch,4.0
47,Board bench press,1.5
47,Bear crawl sled drag,3.3
47,Stationary bike,1.9
47,Behind-the-head push-press,1.3
48,Rack Deadlift - Gethin Variation,4.4
48,Single-cone sprint drill,3.4
48,Lower back SMR,2.6
48,Barbell Hip Thrust,3.8
48,Dumbbell farmer's walk,2.9
48,Sled push-,4.8
48,Push-jerk,3.5
49,AM Decline Abs,4.9
49,Jumping knee up-down,2.3
49,Lying quad stretch with band,1.7
49,Barbell back squat to box,4.3
49,Tire flip,5.0
49,Plate push,2.5
49,Clean and jerk,1.3
50,Smith Machine Calf Raise,3.8
50,Sledgehammer swing,2.6
50,Toe Touchers,4.5
50,Barbell deficit deadlift,1.1
50,Bear crawl sled drag,2.0
50,Jumping rope,3.1
50,Behind-the-head push-press,2.2
51,Barbell Lunge - Gethin Variation,2.1
51,Jump lunge heel kick,1.9
51,Pass-through stretch with band,1.9
51,Barbell back squat to box,4.3
51,Sled Push,1.1
51,Stair climber,1.9
51,Clean and jerk,4.0
52,Incline band bench press,1.6
52,Bar Push-Up Smith Machine,4.7
52,Shoulder T,2.8
52,Board bench press,3.9
52,Tire flip,2.4
52,Treadmill running,2.4
52,Clean and jerk,4.7
53,Seated Machine Row - Gethin Variation,3.8
53,Jump lunge heel kick,1.8
53,Alternating standing glute stretch,3.7
53,Glute Ham Raise,1.0
53,Dumbbell farmer's walk,1.3
53,Treadmill jogging,4.2
53,Clean and jerk,4.4
54,Paul Carter Leg Extension,4.3
54,Sit-up with single-arm overhand throw,2.8
54,Half bird dog,4.3
54,Good Morning,3.9
54,Dumbbell farmer's walk,2.4
54,Treadmill running,1.3
54,Push-jerk,3.1
55,Alligator Crawl,1.9
55,Dumbbell lateral hop to sprint,4.9
55,Calf SMR,1.9
55,Barbell back squat to box,1.9
55,Dumbbell farmer's walk,4.1
55,Rower,2.5
55,Clean and jerk,2.0
56,Single-leg lying leg curl,4.8
56,Medicine ball partner twist,3.3
56,Calf SMR,1.9
56,Barbell back squat to box,3.4
56,Tire flip,1.3
56,Elliptical trainer,4.6
56,Clean and jerk,4.1
57,Side Lunge Touching Heel,1.2
57,Skip,4.9
57,Standing side bend stretch,4.9
57,Barbell Hip Thrust,2.5
57,Sled Push,4.4
57,Treadmill jogging,3.6
57,Push-jerk,1.3
58,Side lunge cross-body heel-touch,4.7
58,Sprawl frog kick,2.8
58,Quadriceps SMR,3.2
58,Glute Ham Raise,2.2
58,Dumbbell farmer's walk,2.3
58,Treadmill running,1.8
58,Power snatch-,4.2
59,TBS High-Bar Back Squat,3.1
59,Box Jump (Multiple Response),2.3
59,Toe Touchers,3.5
59,Glute Ham Raise,1.7
59,Bear crawl sled drag,2.0
59,Sled push-,2.2
59,Behind-the-head push-press,4.9
60,Seesaw lunge,4.9
60,Dumbbell seated box jump,2.6
60,World's greatest stretch,3.9
60,Sumo deadlift,3.2
60,Bear crawl sled drag,2.5
60,Stair climber,1.3
60,Clean and jerk,2.5
61,Smith machine weighted push-up,3.5
61,Sit-up with single-arm overhand throw,2.6
61,Lower back SMR,1.5
61,Barbell back squat to box,2.3
61,Tire flip,2.2
61,Jumping rope,4.0
61,Clean and jerk,3.6
62,Smith machine pistol squat,4.7
62,Jumping knee up-down,1.8
62,Inchworm,1.3
62,Barbell deficit deadlift,1.4
62,Dumbbell farmer's walk,3.4
62,Burpee,3.8
62,Push-press,2.9
63,Barbell Shoulder Press,1.2
63,Sprawl frog kick,4.3
63,Alternating standing knee-pull stretch,1.7
63,Barbell Hip Thrust,4.9
63,Dumbbell farmer's walk,1.8
63,Rower,2.8
63,Power snatch-,2.5
64,FYR Alternating Lunge,2.2
64,Medicine ball scoop throw,4.6
64,Piriformis SMR,2.8
64,Good Morning,4.7
64,Dumbbell farmer's walk,1.1
64,Shuttle run,1.4
64,Push-jerk,4.3
65,Machine chest fly,1.4
65,Mountain climber,4.3
65,Lying glute stretch,4.5
65,Barbell deficit deadlift,2.1
65,Bear crawl sled drag,4.6
65,Shadow boxing,3.5
65,Clean and jerk,2.8
66,Alternating sit-through with crunch-,1.1
66,Pop squat,4.0
66,Calf SMR,1.8
66,Sumo deadlift,1.1
66,Sled Push,4.3
66,Treadmill running,1.7
66,Push-press,3.8
67,Floor angel,4.5
67,Slalom jumps,2.4
67,Exercise ball chest stretch,2.8
67,Barbell glute bridge,2.4
67,Dumbbell farmer's walk,3.8
67,Treadmill jogging,2.4
67,Power snatch-,5.0
68,Standing face pull,2.1
68,Carioca quick step,1.5
68,Single-leg lying cross-over stretch,4.8
68,Barbell deficit deadlift,1.8
68,Dumbbell farmer's walk,4.2
68,Treadmill jogging,1.5
68,Push-press,3.5
69,Close push-up to wide push-up,1.5
69,Broad jump,2.3
69,Single-leg balance and reach,2.8
69,Dumbbell floor press,2.7
69,Tire flip,1.2
69,Elliptical trainer,3.1
69,Push-jerk,1.2
70,King Maker Pull-Up,3.9
70,90-degree jump squat,2.6
70,Lunge glute stretch,1.6
70,Barbell deficit deadlift,2.9
70,Dumbbell farmer's walk,4.7
70,Sled push-,2.8
70,Clean and jerk,1.3
71,Biceps curl to shoulder press,2.5
71,Wall mountain climber,2.0
71,Reach-roll-lift combo,1.8
71,Good Morning,4.2
71,Sled Push,4.2
71,Treadmill jogging,2.5
71,Push-press,3.8
72,Seal jack,3.0
72,Jumping knee up-down,1.7
72,Kneeling hip flexor stretch,3.2
72,Board bench press,2.5
72,Dumbbell farmer's walk,1.3
72,Shadow boxing,3.2
72,Push-jerk,2.0
73,Knees tucked crunch,1.8
73,Sprawl frog kick,3.1
73,Lying glute stretch,3.7
73,Good Morning,3.2
73,Sled Push,2.6
73,Shuttle run,3.9
73,Push-jerk,4.9
74,Barbell front raise,3.0
74,Skip,3.8
74,Exercise ball chest stretch,4.8
74,Barbell Hip Thrust,2.4
74,Bear crawl sled drag,2.3
74,Stair climber,5.0
74,Push-press,1.7
75,Single-leg leg press,3.5
75,Squat Isometric Hold,3.4
75,Crab single-arm reach,3.6
75,Sumo deadlift,1.3
75,Bear crawl sled drag,2.7
75,Treadmill jogging,1.8
75,Push-press,1.3
76,TBS Skullcrusher,4.7
76,Box jump,1.1
76,Cross-body shoulder stretch,3.5
76,Speed Box Squat,2.4
76,Bear crawl sled drag,4.7
76,Stair climber,4.4
76,Push-jerk,4.8
77,Bench mountain climber,4.2
77,Box jump,1.3
77,Iliotibial band SMR,2.2
77,Barbell back squat to box,3.9
77,Tire flip,2.1
77,Elliptical trainer,3.8
77,Behind-the-head push-press,1.0
78,Cross-body sit-up,2.0
78,Dumbbell lateral hop,4.1
78,Lower back SMR,2.8
78,Barbell glute bridge,2.1
78,Sled Push,1.2
78,Shadow boxing,2.2
78,Behind-the-head push-press,4.8
79,Dumbbell split squat,3.7
79,Dumbbell seated box jump,3.8
79,Exercise ball torso rotation,4.0
79,Good Morning,3.9
79,Sled Push,3.6
79,Jumping Jack,3.9
79,Power snatch-,2.4
80,Band chest fly,4.2
80,Southpaw sprawl,3.8
80,Lying quad stretch with band,1.6
80,Barbell back squat to box,2.7
80,Bear crawl sled drag,1.4
80,Elliptical trainer,3.9
80,Behind-the-head push-press,2.3
81,Machine seated row,2.5
81,Dumbbell jump squat,2.5
81,Lying quad stretch with band,3.6
81,Barbell back squat to box,4.3
81,Dumbbell farmer's walk,4.0
81,Plate push,1.2
81,Push-press,3.3
82,Pallof press with rotation,4.3
82,Carioca quick step,1.7
82,Pass-through stretch with band,1.7
82,Speed Box Squat,4.5
82,Dumbbell farmer's walk,3.7
82,Treadmill running,1.1
82,Clean and jerk,1.9
83,Single-arm dumbbell front squat,1.5
83,In-out jump squat,1.1
83,Standing hip circle,2.2
83,Board bench press,4.9
83,Sled Push,1.6
83,Rower,1.4
83,Push-press,2.8
84,Incline dumbbell chest fly,4.8
84,Medicine ball slam,4.7
84,Piriformis SMR,4.7
84,Barbell deficit deadlift,4.7
84,Dumbbell farmer's walk,4.2
84,Treadmill walking,4.4
84,Clean and jerk,3.5
85,Single-leg lying leg curl,4.6
85,Sledgehammer swing,4.9
85,Iliotibial band SMR,1.1
85,Good Morning,2.6
85,Sled Push,1.7
85,Jumping Jack,1.2
85,Power snatch-,4.6
86,Bodyweight Walking Lunge - Gethin Variation,4.8
86,Speed skater,3.3
86,Superman,1.8
86,Glute Ham Raise,4.5
86,Bear crawl sled drag,1.1
86,Rower,4.6
86,Power snatch-,3.5
87,Smith Machine Incline Bench Press,2.8
87,90-degree jump squat,2.9
87,Alternating lunge jump,3.9
87,Sumo deadlift,4.4
87,Dumbbell farmer's walk,4.7
87,Treadmill running,2.3
87,Push-press,2.5
88,Ab Roller,1.2
88,Sprawl frog kick,4.7
88,Quadriceps SMR,4.4
88,Barbell Hip Thrust,2.5
88,Dumbbell farmer's walk,4.6
88,Jumping rope,2.4
88,Push-press,3.2
89,Seated finger curl,2.7
89,Lateral cone hop,4.6
89,Pass-through stretch with band,2.4
89,Sumo deadlift,1.2
89,Dumbbell farmer's walk,1.8
89,Stair climber,4.8
89,Push-press,3.4
90,Flat Bench Lying Leg Raise - Gethin Variation,4.9
90,Medicine ball partner twist,3.7
90,Crab single-arm reach,4.4
90,Glute Ham Raise,4.4
90,Bear crawl sled drag,1.0
90,Rower,1.1
90,Power snatch-,1.8
91,Reverse-grip incline dumbbell bench press,2.4
91,Burpee over barbell,1.3
91,Cross-body shoulder stretch,3.0
91,Glute Ham Raise,1.3
91,Dumbbell farmer's walk,4.7
91,Shuttle run,1.1
91,Behind-the-head push-press,3.2
92,Seated alternating biceps curl,2.4
92,Burpee tuck jump,4.6
92,Bar shoulder extension stretch,1.7
92,Speed Box Squat,4.6
92,Dumbbell farmer's walk,3.2
92,Plate push,4.7
92,Behind-the-head push-press,2.3
93,Smith machine standing calf raise,2.0
93,Burpee box jump,3.5
93,Standing hamstring stretch,3.6
93,Speed Box Squat,1.7
93,Bear crawl sled drag,2.9
93,Burpee,4.4
93,Behind-the-head push-press,2.1
94,Partner plank band row,3.4
94,Jumping knee up-down,3.5
94,Alternating lunge jump,2.2
94,Speed Box Squat,3.7
94,Sled Push,2.9
94,Treadmill jogging,2.7
94,Power snatch-,3.9
95,King Maker Leg Press,3.9
95,Lateral cone hop,2.7
95,Lying hamstring stretch with band,4.3
95,Barbell Hip Thrust,3.2
95,Sled Push,1.2
95,Shadow boxing,3.7
95,Clean and jerk,3.6
96,Alternating standing shoulder press,4.7
96,Wall ball toss,1.7
96,Standing hamstring stretch,1.4
96,Sumo deadlift,2.9
96,Bear crawl sled drag,2.0
96,Burpee,2.6
96,Push-jerk,3.6
97,AM Hammer Curls,2.0
97,Squat Isometric Hold,3.9
97,Exercise ball chest stretch,2.7
97,Rack pull,4.6
97,Sled Push,4.0
97,Stair climber,3.0
97,Power snatch-,2.1
98,Reverse-grip lat pull-down,5.0
98,Jump lunge heel kick,1.3
98,Yoga plex,5.0
98,Good Morning,3.0
98,Dumbbell farmer's walk,1.7
98,Treadmill jogging,1.9
98,Behind-the-head push-press,2.3
99,Paul Carter Rear-Delt Fly,4.9
99,Running lunge,3.7
99,Cross-body shoulder stretch,3.9
99,Barbell deficit deadlift,4.7
99,Tire flip,1.3
99,Treadmill running,1.4
99,Behind-the-head push-press,3.6
100,Decline Smith Press,2.0
100,Bench skip,4.4
100,Pass-through stretch with band,4.6
100,Barbell glute bridge,2.9
100,Bear crawl sled drag,2.3
100,Rower,3.3
100,Behind-the-head push-press,4.1
101,Captain's chair knee raise,3.5
101,Plyo push-up,2.5
101,Latissimus dorsi SMR,4.7
101,Board bench press,3.2
101,Sled Push,1.6
101,Shadow boxing,3.7
101,Push-press,4.4
102,Vertical jump,1.1
102,Burpee tuck jump,4.6
102,Lying groin stretch with band,1.5
102,Good Morning,2.1
102,Sled Push,3.0
102,Treadmill running,3.6
102,Clean and jerk,1.6
103,Dumbbell hollow-body floor press,2.8
103,Medicine Ball Chest Pass,2.9
103,Lying quad stretch with band,3.1
103,Dumbbell floor press,2.5
103,Tire flip,2.9
103,Shadow boxing,1.8
103,Power snatch-,2.1
104,King Maker Lat Pull-Down,3.0
104,Box jump,3.4
104,World's greatest stretch,4.7
104,Speed Box Squat,2.4
104,Dumbbell farmer's walk,1.5
104,Burpee,2.1
104,Clean and jerk,3.3
105,Dumbbell crusher,3.0
105,Medicine Ball Chest Pass,4.3
105,Reverse lunge,4.8
105,Rack pull,2.1
105,Tire flip,2.8
105,Rower,2.9
105,Behind-the-head push-press,3.3
106,Bear crawl,1.1
106,Jumping knee up-down,1.8
106,Standing leg swing,3.4
106,Dumbbell floor press,2.0
106,Dumbbell farmer's walk,2.7
106,Treadmill walking,3.8
106,Behind-the-head push-press,2.4
107,Leg press calf raise,2.3
107,Medicine ball ninja,1.7
107,Calf SMR,2.4
107,Sumo deadlift,2.1
107,Bear crawl sled drag,4.1
107,Burpee,1.9
107,Power snatch-,1.9
108,Close push-up,3.6
108,Burpee over barbell,1.1
108,Toe Touchers,3.7
108,Speed Box Squat,4.9
108,Bear crawl sled drag,2.4
108,Treadmill walking,1.1
108,Clean and jerk,4.8
109,Kettlebell thruster progression,2.9
109,90-degree jump squat,1.4
109,Exercise ball torso rotation,1.0
109,Barbell Hip Thrust,1.8
109,Sled Push,3.1
109,Sled push-,1.3
109,Power snatch-,4.0
110,Single-arm dumbbell front squat,1.1
110,Skip,3.4
110,Exercise ball chest stretch,3.8
110,Good Morning,2.5
110,Sled Push,3.6
110,Plate push,4.5
110,Behind-the-head push-press,2.4
111,UP Incline Dumbbell Fly,4.9
111,Burpee to pull-up,2.2
111,Reach-roll-lift combo,3.2
111,Barbell deficit deadlift,3.7
111,Sled Push,4.1
111,Treadmill walking,2.3
111,Push-jerk,4.3
112,Southpaw sprawl with push-up,3.0
112,Skip,3.7
112,Wall calf stretch,3.6
112,Barbell glute bridge,5.0
112,Bear crawl sled drag,4.2
112,Elliptical trainer,5.0
112,Behind-the-head push-press,2.6
113,Hanging Oblique Knee Raise,4.4
113,Dumbbell jump squat,4.8
113,Lying glute stretch,2.2
113,Barbell back squat to box,2.6
113,Tire flip,4.2
113,Elliptical trainer,2.0
113,Clean and jerk,2.8
114,UP Single-Leg Press,3.7
114,Box Jump (Multiple Response),4.2
114,Bent Over Shoulder Y,4.0
114,Barbell Hip Thrust,1.7
114,Bear crawl sled drag,4.9
114,Treadmill jogging,1.0
114,Power snatch-,1.8
115,Lying oblique crunch,4.7
115,Depth jump box jump,2.2
115,Exercise ball chest stretch,3.9
115,Barbell back squat to box,3.7
115,Bear crawl sled drag,1.4
115,Burpee,1.0
115,Push-jerk,2.4
116,Reverse crunch,1.6
116,Sledgehammer swing,3.2
116,Alternating standing knee-pull stretch,2.9
116,Glute Ham Raise,1.6
116,Dumbbell farmer's walk,3.6
116,Treadmill running,3.7
116,Clean and jerk,3.2
117,Barbell press sit-up,3.3
117,Jumping knee up-down,3.1
117,Crab single-arm reach,4.9
117,Barbell Hip Thrust,2.6
117,Sled Push,3.2
117,Burpee,1.5
117,Power snatch-,1.2
118,Back Flyes - Gethin Variation,4.7
118,Squat Isometric Hold,1.9
118,Lying groin stretch with band,3.4
118,Dumbbell floor press,2.5
118,Sled Push,4.4
118,Bear crawl fire feet,3.7
118,Clean and jerk,3.4
119,FYR Kneeling Biceps,1.3
119,Side-to-side box skip,1.1
119,Adductor SMR,3.3
119,Barbell glute bridge,2.8
119,Bear crawl sled drag,1.3
119,Stair climber,3.9
119,Power snatch-,2.0
120,UP Cable Cross-Over,4.7
120,Bench skip,1.3
120,Shoulder T,1.4
120,Barbell glute bridge,3.3
120,Dumbbell farmer's walk,3.7
120,Sled push-,3.1
120,Behind-the-head push-press,1.2
121,AM Skullcrusher,4.3
121,Dumbbell lateral hop,4.0
121,Quadriceps SMR,1.1
121,Barbell glute bridge,3.6
121,Sled Push,1.3
121,Shuttle run,2.7
121,Power snatch-,4.4
122,Flat Bench Lying Leg Raise,4.4
122,Squat Isometric Hold,4.2
122,Single-leg balance and reach,2.3
122,Barbell glute bridge,2.2
122,Sled Push,3.9
122,Sled push-,3.7
122,Behind-the-head push-press,4.8
123,Lying oblique crunch,2.0
123,Medicine ball slam,4.3
123,Standing leg swing,4.3
123,Good Morning,3.7
123,Tire flip,1.2
123,Shuttle run,1.8
123,Push-press,1.7
124,Lying rear delt Y,3.9
124,Box jump,4.7
124,Inchworm,2.1
124,Barbell deficit deadlift,1.2
124,Sled Push,4.6
124,Shadow boxing,1.8
124,Push-press,2.0
125,Hack squat-,2.1
125,Medicine ball slam,2.2
125,Standing hamstring stretch,1.6
125,Sumo deadlift,2.8
125,Tire flip,3.7
125,High knees,1.7
125,Behind-the-head push-press,2.4
126,Cable straight-bar upright row,2.9
126,Squat Isometric Hold,2.0
126,Reach-roll-lift combo,2.1
126,Speed Box Squat,1.3
126,Sled Push,4.0
126,Treadmill jogging,1.4
126,Clean and jerk,2.2
127,Smith machine inverted row,2.7
127,Lateral box jump,1.3
127,Superman,5.0
127,Dumbbell floor press,3.2
127,Sled Push,4.7
127,Treadmill running,3.0
127,Power snatch-,4.6
128,Seated dumbbell lateral raise,2.9
128,Lateral hop,2.1
128,Rhomboids SMR,1.5
128,Rack pull,3.7
128,Sled Push,3.6
128,Shuttle run,3.6
128,Push-jerk,3.9
129,Triceps Pushdown,5.0
129,Sprawl frog kick,3.7
129,Crab single-arm reach,4.4
129,Barbell glute bridge,4.7
129,Tire flip,4.9
129,Treadmill walking,2.4
129,Behind-the-head push-press,1.8
130,Bodyweight Reverse Lunge,3.0
130,Burpee over barbell,4.7
130,Exercise ball chest stretch,3.6
130,Barbell Hip Thrust,4.9
130,Bear crawl sled drag,1.2
130,Rower,2.6
130,Clean and jerk,3.8
131,Elevated Cable Rows,5.0
131,Jump lunge heel kick,2.3
131,Standing hamstring stretch,4.4
131,Speed Box Squat,4.9
131,Bear crawl sled drag,3.6
131,Rower,1.7
131,Push-jerk,3.9
132,Thigh abductor,1.7
132,Medicine Ball Chest Pass,2.0
132,Cross-body shoulder stretch,4.1
132,Board bench press,4.7
132,Sled Push,4.3
